batch,time,mdm2,MDM2,p53
batch 21,13.2,0.2632,2.9286,0.2197
batch 21,13.4,0.2492,2.8554,0.2347
batch 21,13.6,0.236,2.7698,0.2553
batch 21,13.8,0.2235,2.6757,0.2825
batch 21,14.0,0.2117,2.5761,0.3178
batch 21,14.2,0.2006,2.4737,0.3636
batch 21,14.4,0.1901,2.3702,0.423
batch 21,14.6,0.1804,2.2672,0.5003
batch 21,14.8,0.1713,2.1661,0.6012
batch 21,15.0,0.1631,2.0679,0.732
batch 21,15.2,0.1558,1.9737,0.9001
batch 21,15.4,0.1496,1.8848,1.1119
batch 21,15.6,0.1449,1.8027,1.3726
batch 21,15.8,0.1421,1.7294,1.6838
batch 21,16.0,0.1419,1.6677,2.0434
batch 21,16.2,0.1451,1.6212,2.4434
batch 21,16.4,0.1525,1.5945,2.8699
batch 21,16.6,0.1649,1.5926,3.302
batch 21,16.8,0.1825,1.6209,3.7117
batch 21,17.0,0.2053,1.684,4.0645
batch 21,17.2,0.2323,1.7842,4.3213
batch 21,17.4,0.2613,1.9204,4.4422
batch 21,17.6,0.2894,2.0867,4.3912
batch 21,17.8,0.3133,2.272,4.143
batch 21,18.0,0.3296,2.4606,3.6891
batch 21,18.2,0.3365,2.6348,3.0437
batch 21,18.4,0.3337,2.778,2.2483
batch 21,18.6,0.323,2.8787,1.3812
batch 21,18.8,0.3078,2.933,0.6042
batch 21,19.0,0.2916,2.945,0.2515
batch 21,19.2,0.276,2.9231,0.2237
batch 21,19.4,0.2613,2.8757,0.2317
batch 21,19.6,0.2474,2.8094,0.2464
batch 21,19.8,0.2343,2.7295,0.2673
batch 21,20.0,0.2219,2.6402,0.2952
batch 21,20.2,0.2102,2.5447,0.3318
batch 21,20.4,0.1992,2.4457,0.3794
batch 21,20.6,0.1889,2.3451,0.4413
batch 21,20.8,0.1792,2.2448,0.5221
batch 21,21.0,0.1703,2.146,0.6273
batch 21,21.2,0.1622,2.0499,0.7637
batch 21,21.4,0.1551,1.9577,0.9381
batch 21,21.6,0.1491,1.8708,1.1571
batch 21,21.8,0.1447,1.7907,1.4249
batch 21,22.0,0.1423,1.7198,1.7429
batch 21,22.2,0.1426,1.6609,2.1079
batch 21,22.4,0.1464,1.6177,2.511
batch 21,22.6,0.1546,1.5949,2.9374
batch 21,22.8,0.1676,1.5977,3.3651
batch 21,23.0,0.186,1.6313,3.7652
batch 21,23.2,0.2094,1.6999,4.1025
batch 21,23.4,0.2366,1.8054,4.3381
batch 21,23.6,0.2655,1.946,4.4323
batch 21,23.8,0.2929,2.115,4.3511
batch 21,24.0,0.3156,2.3005,4.0716
batch 21,24.2,0.3304,2.4865,3.5887
batch 21,24.4,0.3356,2.6553,2.9206
batch 21,24.6,0.3314,2.7912,2.1132
batch 21,24.8,0.3198,2.8837,1.2522
batch 22,0.0,0.0,2.0,4.0
batch 22,0.2,0.0353,1.6401,4.1734
batch 22,0.4,0.075,1.4248,4.6645
batch 22,0.6,0.1244,1.34,5.3191
batch 22,0.8,0.1867,1.3828,5.9932
batch 22,1.0,0.2616,1.5536,6.5427
batch 22,1.2,0.3443,1.8481,6.8245
batch 22,1.4,0.4251,2.2481,6.7082
batch 22,1.6,0.4915,2.7162,6.0961
batch 22,1.8,0.5318,3.1978,4.9484
batch 22,2.0,0.5408,3.6318,3.3049
batch 22,2.2,0.524,3.9694,1.3289
batch 22,2.4,0.4968,4.1933,0.1041
batch 22,2.6,0.4702,4.3191,0.0949
batch 22,2.8,0.445,4.3688,0.0928
batch 22,3.0,0.4211,4.3601,0.093
batch 22,3.2,0.3985,4.3072,0.0949
batch 22,3.4,0.3772,4.2214,0.0983
batch 22,3.6,0.3569,4.1114,0.1031
batch 22,3.8,0.3378,3.9843,0.1093
batch 22,4.0,0.3197,3.8456,0.1169
batch 22,4.2,0.3026,3.6995,0.1261
batch 22,4.4,0.2864,3.5494,0.1373
batch 22,4.6,0.2711,3.3979,0.1508
batch 22,4.8,0.2566,3.2468,0.167
batch 22,5.0,0.2429,3.0978,0.1867
batch 22,5.2,0.2299,2.952,0.2109
batch 22,5.4,0.2177,2.8101,0.2409
batch 22,5.6,0.2062,2.6729,0.2786
batch 22,5.8,0.1953,2.5406,0.3265
batch 22,6.0,0.1851,2.4137,0.3884
batch 22,6.2,0.1756,2.2924,0.469
batch 22,6.4,0.1667,2.177,0.5744
batch 22,6.6,0.1587,2.0676,0.7122
batch 22,6.8,0.1515,1.9649,0.8902
batch 22,7.0,0.1455,1.8695,1.1155
batch 22,7.2,0.1411,1.7827,1.3934
batch 22,7.4,0.1388,1.7063,1.7252
batch 22,7.6,0.1392,1.6432,2.1078
batch 22,7.8,0.1433,1.597,2.5319
batch 22,8.0,0.152,1.5726,2.9814
batch 22,8.2,0.166,1.5756,3.4329
batch 22,8.4,0.1857,1.6115,3.8554
batch 22,8.6,0.2108,1.6851,4.2111
batch 22,8.8,0.2401,1.7983,4.4578
batch 22,9.0,0.271,1.9493,4.5529
batch 22,9.2,0.3004,2.1307,4.4596
batch 22,9.4,0.3244,2.3294,4.1534
batch 22,9.6,0.3398,2.5279,3.6295
batch 22,9.8,0.3448,2.7071,2.9087
batch 22,10.0,0.3396,2.8499,2.0426
batch 22,10.2,0.3269,2.9459,1.1304
batch 22,10.4,0.3106,2.9934,0.4077
batch 22,10.6,0.2941,2.9987,0.2162
batch 22,10.8,0.2784,2.971,0.2127
batch 22,11.0,0.2636,2.9187,0.2219
batch 22,11.2,0.2496,2.8482,0.2366
batch 22,11.4,0.2363,2.7646,0.2569
batch 22,11.6,0.2238,2.6722,0.2839
batch 22,11.8,0.212,2.5739,0.319
batch 22,12.0,0.2008,2.4725,0.3645
batch 22,12.2,0.1904,2.3697,0.4236
batch 22,12.4,0.1806,2.2674,0.5006
batch 22,12.6,0.1716,2.1667,0.601
batch 22,12.8,0.1633,2.0689,0.7313
batch 22,13.0,0.156,1.9749,0.8986
batch 22,13.2,0.1498,1.8862,1.1095
batch 22,13.4,0.145,1.8042,1.369
batch 22,13.6,0.1422,1.7309,1.6791
batch 22,13.8,0.142,1.6691,2.0375
batch 22,14.0,0.1452,1.6224,2.4364
batch 22,14.2,0.1525,1.5954,2.8619
batch 22,14.4,0.1647,1.5931,3.2935
batch 22,14.6,0.1822,1.6208,3.7031
batch 22,14.8,0.2049,1.6832,4.0565
batch 22,15.0,0.2317,1.7826,4.3148
batch 22,15.2,0.2606,1.918,4.438
batch 22,15.4,0.2888,2.0835,4.3903
batch 22,15.6,0.3127,2.2683,4.146
batch 22,15.8,0.3292,2.4566,3.6964
batch 22,16.0,0.3362,2.6308,3.0552
batch 22,16.2,0.3336,2.7744,2.2633
batch 22,16.4,0.323,2.8757,1.3981
batch 22,16.6,0.3078,2.9306,0.6179
batch 22,16.8,0.2917,2.9432,0.2544
batch 22,17.0,0.2761,2.9219,0.2241
batch 22,17.2,0.2614,2.8749,0.2319
batch 22,17.4,0.2475,2.8089,0.2466
batch 22,17.6,0.2344,2.7292,0.2674
batch 22,17.8,0.222,2.6401,0.2953
batch 22,18.0,0.2103,2.5447,0.3318
batch 22,18.2,0.1993,2.4458,0.3793
batch 22,18.4,0.1889,2.3454,0.4412
batch 22,18.6,0.1793,2.2451,0.5219
batch 22,18.8,0.1704,2.1463,0.627
batch 22,19.0,0.1623,2.0502,0.7632
batch 22,19.2,0.1551,1.958,0.9375
batch 22,19.4,0.1491,1.8711,1.1562
batch 22,19.6,0.1447,1.7911,1.4238
batch 22,19.8,0.1423,1.7201,1.7415
batch 22,20.0,0.1426,1.6611,2.1062
batch 22,20.2,0.1464,1.6179,2.5092
batch 22,20.4,0.1545,1.595,2.9355
batch 22,20.6,0.1676,1.5977,3.3632
batch 22,20.8,0.186,1.6311,3.7633
batch 22,21.0,0.2093,1.6996,4.101
batch 22,21.2,0.2365,1.8049,4.337
batch 22,21.4,0.2653,1.9454,4.4319
batch 22,21.6,0.2928,2.1142,4.3516
batch 22,21.8,0.3155,2.2996,4.0729
batch 22,22.0,0.3303,2.4856,3.591
batch 22,22.2,0.3356,2.6545,2.9237
batch 22,22.4,0.3314,2.7906,2.117
batch 22,22.6,0.3198,2.8833,1.2561
batch 22,22.8,0.3044,2.9301,0.5225
batch 22,23.0,0.2883,2.936,0.2421
batch 22,23.2,0.2729,2.9096,0.226
batch 22,23.4,0.2584,2.8589,0.2354
batch 22,23.6,0.2447,2.7902,0.2513
batch 22,23.8,0.2317,2.7088,0.2734
batch 22,24.0,0.2194,2.6185,0.3029
batch 22,24.2,0.2079,2.5226,0.3416
batch 22,24.4,0.197,2.4235,0.3918
batch 22,24.6,0.1868,2.3232,0.4573
batch 22,24.8,0.1773,2.2232,0.5428
batch 23,0.0,0.5,0.0,4.0
batch 23,0.2,0.5254,1.0104,5.6186
batch 23,0.4,0.574,1.8985,6.1647
batch 23,0.6,0.6213,2.7098,5.7473
batch 23,0.8,0.6456,3.4332,4.4673
batch 23,1.0,0.6382,4.029,2.4853
batch 23,1.2,0.6087,4.4664,0.29
batch 23,1.4,0.576,4.7533,0.0806
batch 23,1.6,0.5451,4.9207,0.076
batch 23,1.8,0.5159,4.9955,0.074
batch 23,2.0,0.4882,4.9992,0.0738
batch 23,2.2,0.462,4.9489,0.075
batch 23,2.4,0.4373,4.8583,0.0772
batch 23,2.6,0.4138,4.7378,0.0804
batch 23,2.8,0.3916,4.5961,0.0846
batch 23,3.0,0.3706,4.4398,0.0898
batch 23,3.2,0.3508,4.274,0.0959
batch 23,3.4,0.332,4.1028,0.1033
batch 23,3.6,0.3142,3.9294,0.112
batch 23,3.8,0.2973,3.756,0.1222
batch 23,4.0,0.2814,3.5846,0.1343
batch 23,4.2,0.2664,3.4165,0.1488
batch 23,4.4,0.2521,3.2528,0.1661
batch 23,4.6,0.2387,3.094,0.187
batch 23,4.8,0.2259,2.9408,0.2127
batch 23,5.0,0.2139,2.7935,0.2446
batch 23,5.2,0.2026,2.6523,0.2847
batch 23,5.4,0.1919,2.5172,0.3359
batch 23,5.6,0.1819,2.3885,0.4021
batch 23,5.8,0.1726,2.2661,0.4887
batch 23,6.0,0.164,2.1502,0.6022
batch 23,6.2,0.1561,2.041,0.7502
batch 23,6.4,0.1493,1.9389,0.9409
batch 23,6.6,0.1437,1.8446,1.181
batch 23,6.8,0.1398,1.7596,1.475
batch 23,7.0,0.1381,1.6858,1.8231
batch 23,7.2,0.1395,1.6263,2.2205
batch 23,7.4,0.1448,1.5852,2.6562
batch 23,7.6,0.1549,1.5676,3.1119
batch 23,7.8,0.1706,1.5791,3.562
batch 23,8.0,0.1921,1.6253,3.973
batch 23,8.2,0.2187,1.7104,4.3054
batch 23,8.4,0.249,1.8354,4.516
batch 23,8.6,0.2802,1.9971,4.5627
batch 23,8.8,0.3087,2.1864,4.4109
batch 23,9.0,0.3308,2.3886,4.0409
batch 23,9.2,0.3435,2.5853,3.4543
batch 23,9.4,0.3455,2.7572,2.6801
batch 23,9.6,0.3378,2.8888,1.781
batch 23,9.8,0.3235,2.9717,0.8813
batch 23,10.0,0.3068,3.0068,0.2955
batch 23,10.2,0.2905,3.0021,0.2099
batch 23,10.4,0.275,2.9669,0.213
batch 23,10.6,0.2604,2.9088,0.2237
batch 23,10.8,0.2465,2.834,0.2397
batch 23,11.0,0.2334,2.7474,0.2615
batch 23,11.2,0.221,2.6528,0.2901
batch 23,11.4,0.2094,2.5531,0.3273
batch 23,11.6,0.1984,2.4509,0.3755
batch 23,11.8,0.1881,2.3478,0.4382
batch 23,12.0,0.1785,2.2455,0.5199
batch 23,12.2,0.1696,2.1451,0.6263
batch 23,12.4,0.1616,2.0479,0.7642
batch 23,12.6,0.1545,1.9549,0.9407
batch 23,12.8,0.1485,1.8674,1.1621
batch 23,13.0,0.1442,1.787,1.433
batch 23,13.2,0.1419,1.7159,1.7543
batch 23,13.4,0.1424,1.6571,2.1227
batch 23,13.6,0.1464,1.6143,2.5292
batch 23,13.8,0.1547,1.5923,2.9584
batch 23,14.0,0.1681,1.5962,3.388
batch 23,14.2,0.1868,1.6313,3.7886
batch 23,14.4,0.2106,1.7018,4.1246
batch 23,14.6,0.2381,1.8095,4.3565
batch 23,14.8,0.2671,1.9524,4.4447
batch 23,15.0,0.2946,2.1235,4.355
batch 23,15.2,0.3172,2.3106,4.065
batch 23,15.4,0.3317,2.4975,3.5704
batch 23,15.6,0.3366,2.6664,2.8907
batch 23,15.8,0.3319,2.8014,2.0735
batch 23,16.0,0.32,2.8926,1.2079
batch 23,16.2,0.3043,2.9376,0.4874
batch 23,16.4,0.2882,2.9419,0.2364
batch 23,16.6,0.2729,2.9142,0.2248
batch 23,16.8,0.2583,2.8624,0.2345
batch 23,17.0,0.2446,2.7929,0.2505
batch 23,17.2,0.2316,2.7108,0.2727
batch 23,17.4,0.2194,2.62,0.3023
batch 23,17.6,0.2078,2.5237,0.341
batch 23,17.8,0.197,2.4242,0.3913
batch 23,18.0,0.1868,2.3237,0.4568
batch 23,18.2,0.1773,2.2236,0.5423
batch 23,18.4,0.1685,2.1252,0.6536
batch 23,18.6,0.1606,2.0299,0.7974
batch 23,18.8,0.1537,1.9387,0.9808
batch 23,19.0,0.148,1.8531,1.2099
batch 23,19.2,0.144,1.7748,1.4884
batch 23,19.4,0.1421,1.7062,1.8167
batch 23,19.6,0.1431,1.6503,2.1907
batch 23,19.8,0.1478,1.611,2.6002
batch 23,20.0,0.1569,1.5932,3.0289
batch 23,20.2,0.1711,1.6021,3.4534
batch 23,20.4,0.1906,1.6429,3.8432
batch 23,20.6,0.215,1.7192,4.1623
batch 23,20.8,0.2427,1.8325,4.371
batch 23,21.0,0.2715,1.9799,4.4306
batch 23,21.2,0.2982,2.1535,4.3086
batch 23,21.4,0.3194,2.3405,3.9857
batch 23,21.6,0.3323,2.5243,3.4611
batch 23,21.8,0.3355,2.6873,2.7586
batch 23,22.0,0.3294,2.8146,1.931
batch 23,22.2,0.3167,2.8973,1.0764
batch 23,22.4,0.3009,2.9346,0.4154
batch 23,22.6,0.2849,2.9328,0.2317
batch 23,22.8,0.2697,2.9005,0.2273
batch 23,23.0,0.2554,2.8454,0.2383
batch 23,23.2,0.2418,2.7736,0.2555
batch 23,23.4,0.229,2.6899,0.2791
batch 23,23.6,0.2169,2.5982,0.3104
batch 23,23.8,0.2055,2.5014,0.3513
batch 23,24.0,0.1948,2.4018,0.4046
batch 23,24.2,0.1847,2.3015,0.4739
batch 23,24.4,0.1754,2.2019,0.5644
batch 23,24.6,0.1668,2.1042,0.6821
batch 23,24.8,0.1591,2.0098,0.8338
batch 24,0.0,0.5,2.0,0.0
batch 24,0.2,0.4734,2.5663,0.3733
batch 24,0.4,0.4482,2.9693,0.2514
batch 24,0.6,0.4242,3.244,0.178
batch 24,0.8,0.4015,3.4181,0.1534
batch 24,1.0,0.38,3.5141,0.1429
batch 24,1.2,0.3597,3.5497,0.1391
batch 24,1.4,0.3404,3.5391,0.1396
batch 24,1.6,0.3222,3.4935,0.1431
batch 24,1.8,0.305,3.422,0.1495
batch 24,2.0,0.2887,3.3314,0.1585
batch 24,2.2,0.2732,3.2273,0.1703
batch 24,2.4,0.2586,3.1142,0.1853
batch 24,2.6,0.2448,2.9954,0.2042
batch 24,2.8,0.2318,2.8736,0.2277
batch 24,3.0,0.2195,2.7508,0.2573
batch 24,3.2,0.2079,2.6287,0.2948
batch 24,3.4,0.1969,2.5085,0.3427
batch 24,3.6,0.1867,2.3911,0.4045
batch 24,3.8,0.1771,2.2774,0.4849
batch 24,4.0,0.1682,2.1678,0.5899
batch 24,4.2,0.1601,2.0632,0.7267
batch 24,4.4,0.1529,1.9641,0.9027
batch 24,4.6,0.1469,1.8717,1.1249
batch 24,4.8,0.1424,1.7871,1.3982
batch 24,5.0,0.14,1.7124,1.7242
batch 24,5.2,0.1404,1.6505,2.0997
batch 24,5.4,0.1443,1.605,2.5157
batch 24,5.6,0.1527,1.5807,2.9568
batch 24,5.8,0.1662,1.583,3.4001
batch 24,6.0,0.1854,1.6174,3.8156
batch 24,6.2,0.2098,1.6885,4.1665
batch 24,6.4,0.2382,1.7982,4.4119
batch 24,6.6,0.2684,1.9448,4.5101
batch 24,6.8,0.2972,2.1212,4.4252
batch 24,7.0,0.3209,2.3151,4.1329
batch 24,7.2,0.3363,2.5093,3.6279
batch 24,7.4,0.3415,2.6854,2.9294
batch 24,7.6,0.3369,2.8266,2.0863
batch 24,7.8,0.3247,2.9224,1.1915
batch 24,8.0,0.3087,2.9705,0.4557
batch 24,8.2,0.2923,2.9767,0.2247
batch 24,8.4,0.2768,2.95,0.2171
batch 24,8.6,0.262,2.8986,0.2263
batch 24,8.8,0.2481,2.8291,0.2413
batch 24,9.0,0.2349,2.7465,0.2621
batch 24,9.2,0.2225,2.6549,0.2898
batch 24,9.4,0.2107,2.5575,0.3259
batch 24,9.6,0.1997,2.4569,0.3728
batch 24,9.8,0.1893,2.3551,0.4338
batch 24,10.0,0.1796,2.2536,0.5133
batch 24,10.2,0.1707,2.1537,0.6168
batch 24,10.4,0.1625,2.0567,0.7511
batch 24,10.6,0.1553,1.9637,0.9232
batch 24,10.8,0.1492,1.876,1.1395
batch 24,11.0,0.1447,1.7951,1.4048
batch 24,11.2,0.1422,1.7232,1.7204
batch 24,11.4,0.1423,1.6632,2.0835
batch 24,11.6,0.1459,1.6188,2.4858
batch 24,11.8,0.1538,1.5944,2.9125
batch 24,12.0,0.1666,1.5955,3.3422
batch 24,12.2,0.1847,1.6271,3.7462
batch 24,12.4,0.2079,1.6937,4.0896
batch 24,12.6,0.235,1.7973,4.3334
batch 24,12.8,0.264,1.9364,4.4378
batch 24,13.0,0.2917,2.1045,4.3679
batch 24,13.2,0.3148,2.2901,4.0998
batch 24,13.4,0.3302,2.4772,3.6274
batch 24,13.6,0.3361,2.6482,2.9671
batch 24,13.8,0.3324,2.787,2.1634
batch 24,14.0,0.3211,2.8826,1.2992
batch 24,14.2,0.3057,2.9321,0.549
batch 24,14.4,0.2896,2.9402,0.2445
batch 24,14.6,0.2741,2.9154,0.225
batch 24,14.8,0.2595,2.8658,0.2339
batch 24,15.0,0.2457,2.7979,0.2493
batch 24,15.2,0.2327,2.717,0.271
batch 24,15.4,0.2204,2.627,0.2998
batch 24,15.6,0.2088,2.5312,0.3377
batch 24,15.8,0.1979,2.4321,0.3869
batch 24,16.0,0.1876,2.3317,0.451
batch 24,16.2,0.1781,2.2316,0.5346
batch 24,16.4,0.1693,2.1331,0.6435
batch 24,16.6,0.1613,2.0376,0.7844
batch 24,16.8,0.1542,1.9461,0.9642
batch 24,17.0,0.1485,1.86,1.1892
batch 24,17.2,0.1443,1.781,1.4635
batch 24,17.4,0.1422,1.7115,1.7878
batch 24,17.6,0.1429,1.6544,2.1582
batch 24,17.8,0.1473,1.6136,2.5652
batch 24,18.0,0.156,1.5938,2.993
batch 24,18.2,0.1697,1.6003,3.4187
batch 24,18.4,0.1888,1.6383,3.8126
batch 24,18.6,0.2128,1.7116,4.1389
batch 24,18.8,0.2403,1.8218,4.3582
batch 24,19.0,0.2691,1.9665,4.4316
batch 24,19.2,0.2961,2.1383,4.3257
batch 24,19.4,0.3179,2.3247,4.0198
batch 24,19.6,0.3316,2.5094,3.5116
batch 24,19.8,0.3355,2.6748,2.8226
batch 24,20.0,0.3302,2.8054,2.0027
batch 24,20.2,0.3179,2.8919,1.1449
batch 24,20.4,0.3022,2.9329,0.4537
batch 24,20.6,0.2862,2.9339,0.2349
batch 24,20.8,0.2709,2.9039,0.2268
batch 24,21.0,0.2565,2.8504,0.2372
batch 24,21.2,0.2429,2.7798,0.2539
batch 24,21.4,0.23,2.6969,0.277
batch 24,21.6,0.2178,2.6058,0.3076
batch 24,21.8,0.2064,2.5093,0.3476
batch 24,22.0,0.1956,2.4099,0.3997
batch 24,22.2,0.1855,2.3096,0.4676
batch 24,22.4,0.1761,2.2098,0.5562
batch 24,22.6,0.1675,2.112,0.6714
batch 24,22.8,0.1597,2.0173,0.8201
batch 24,23.0,0.1529,1.9269,1.0092
batch 24,23.2,0.1474,1.8422,1.2446
batch 24,23.4,0.1436,1.7652,1.5298
batch 24,23.6,0.1421,1.6981,1.8644
batch 24,23.8,0.1435,1.6442,2.2436
batch 24,24.0,0.1488,1.6075,2.6566
batch 24,24.2,0.1585,1.593,3.086
batch 24,24.4,0.1734,1.6059,3.5074
batch 24,24.6,0.1936,1.6512,3.8897
batch 24,24.8,0.2185,1.7324,4.1962
batch 25,0.0,0.5,2.0,4.0
batch 25,0.2,0.5052,2.6003,3.6112
batch 25,0.4,0.4997,3.0822,2.6371
batch 25,0.6,0.4815,3.4444,1.2785
batch 25,0.8,0.4568,3.6907,0.174
batch 25,1.0,0.4323,3.8391,0.1189
batch 25,1.2,0.4092,3.9109,0.1142
batch 25,1.4,0.3872,3.924,0.1131
batch 25,1.6,0.3665,3.8923,0.1147
batch 25,1.8,0.3468,3.8269,0.1184
batch 25,2.0,0.3283,3.7367,0.124
batch 25,2.2,0.3107,3.6286,0.1315
batch 25,2.4,0.2941,3.5081,0.141
batch 25,2.6,0.2783,3.3795,0.1529
batch 25,2.8,0.2634,3.2461,0.1674
batch 25,3.0,0.2494,3.1104,0.1853
batch 25,3.2,0.2361,2.9746,0.2072
batch 25,3.4,0.2235,2.8401,0.2344
batch 25,3.6,0.2117,2.708,0.2685
batch 25,3.8,0.2005,2.5794,0.3118
batch 25,4.0,0.19,2.4547,0.3673
batch 25,4.2,0.1801,2.3346,0.4394
batch 25,4.4,0.171,2.2195,0.5335
batch 25,4.6,0.1626,2.1098,0.6566
batch 25,4.8,0.155,2.006,0.8161
batch 25,5.0,0.1485,1.9089,1.0198
batch 25,5.2,0.1433,1.8194,1.2736
batch 25,5.4,0.14,1.7392,1.5807
batch 25,5.6,0.1391,1.6707,1.94
batch 25,5.8,0.1416,1.6173,2.345
batch 25,6.0,0.1481,1.5833,2.7827
batch 25,6.2,0.1596,1.574,3.2331
batch 25,6.4,0.1767,1.595,3.6687
batch 25,6.6,0.1994,1.6515,4.0548
batch 25,6.8,0.2268,1.7468,4.351
batch 25,7.0,0.2571,1.8808,4.515
batch 25,7.2,0.2873,2.0487,4.5069
batch 25,7.4,0.3138,2.24,4.2966
batch 25,7.6,0.333,2.4389,3.87
batch 25,7.8,0.3425,2.6269,3.2363
batch 25,8.0,0.3416,2.7857,2.4322
batch 25,8.2,0.3319,2.9017,1.5313
batch 25,8.4,0.3167,2.9692,0.6849
batch 25,8.6,0.3001,2.9914,0.2513
batch 25,8.8,0.2841,2.9768,0.2131
batch 25,9.0,0.269,2.9343,0.2192
batch 25,9.2,0.2547,2.8711,0.2317
batch 25,9.4,0.2411,2.7929,0.2498
batch 25,9.6,0.2283,2.7041,0.2741
batch 25,9.8,0.2163,2.6083,0.3059
batch 25,10.0,0.2049,2.5083,0.3473
batch 25,10.2,0.1942,2.4062,0.401
batch 25,10.4,0.1842,2.3039,0.4708
batch 25,10.6,0.1749,2.2028,0.5619
batch 25,10.8,0.1663,2.104,0.6804
batch 25,11.0,0.1586,2.0086,0.8333
batch 25,11.2,0.152,1.918,1.0275
batch 25,11.4,0.1466,1.8334,1.2687
batch 25,11.6,0.1431,1.7567,1.5601
batch 25,11.8,0.1418,1.6904,1.9012
batch 25,12.0,0.1436,1.6378,2.2862
batch 25,12.2,0.1493,1.603,2.7037
batch 25,12.4,0.1596,1.591,3.1356
batch 25,12.6,0.1752,1.6072,3.5565
batch 25,12.8,0.196,1.6564,3.9345
batch 25,13.0,0.2215,1.742,4.2321
batch 25,13.2,0.2499,1.8645,4.4092
batch 25,13.4,0.2787,2.0199,4.4278
batch 25,13.6,0.3045,2.199,4.2578
batch 25,13.8,0.324,2.3878,3.8836
batch 25,14.0,0.3347,2.5691,3.31
batch 25,14.2,0.3355,2.7254,2.5675
batch 25,14.4,0.3275,2.843,1.7177
batch 25,14.6,0.3136,2.9149,0.8783
batch 25,14.8,0.2975,2.9421,0.3239
batch 25,15.0,0.2816,2.9322,0.2255
batch 25,15.2,0.2666,2.8937,0.2283
batch 25,15.4,0.2524,2.834,0.2407
batch 25,15.6,0.239,2.7588,0.2593
batch 25,15.8,0.2264,2.6728,0.2844
batch 25,16.0,0.2144,2.5794,0.3176
batch 25,16.2,0.2032,2.4816,0.3608
batch 25,16.4,0.1926,2.3815,0.4171
batch 25,16.6,0.1827,2.281,0.4904
batch 25,16.8,0.1735,2.1816,0.586
batch 25,17.0,0.1651,2.0844,0.7102
batch 25,17.2,0.1576,1.9907,0.8699
batch 25,17.4,0.1511,1.9017,1.072
batch 25,17.6,0.1461,1.819,1.3216
batch 25,17.8,0.1429,1.7445,1.6214
batch 25,18.0,0.1422,1.6808,1.9698
batch 25,18.2,0.1446,1.6314,2.3603
batch 25,18.4,0.1511,1.6006,2.7803
batch 25,18.6,0.1623,1.5935,3.2104
batch 25,18.8,0.1787,1.6153,3.6242
batch 25,19.0,0.2004,1.6707,3.9888
batch 25,19.2,0.2264,1.7627,4.266
batch 25,19.4,0.2549,1.891,4.4161
batch 25,19.6,0.2833,2.0507,4.4023
batch 25,19.8,0.308,2.2318,4.1968
batch 25,20.0,0.326,2.4196,3.7875
batch 25,20.2,0.3348,2.5966,3.1834
batch 25,20.4,0.3339,2.746,2.4196
batch 25,20.6,0.3246,2.8551,1.5648
batch 25,20.8,0.3101,2.9182,0.7523
batch 25,21.0,0.294,2.938,0.286
batch 25,21.2,0.2784,2.9222,0.2256
batch 25,21.4,0.2635,2.8794,0.2312
batch 25,21.6,0.2495,2.8166,0.2449
batch 25,21.8,0.2363,2.7393,0.2647
batch 25,22.0,0.2238,2.6518,0.2914
batch 25,22.2,0.212,2.5576,0.3265
batch 25,22.4,0.2008,2.4593,0.3722
batch 25,22.6,0.1904,2.3593,0.4318
batch 25,22.8,0.1807,2.2591,0.5094
batch 25,23.0,0.1716,2.1601,0.6106
batch 25,23.2,0.1634,2.0637,0.7418
batch 25,23.4,0.1561,1.971,0.9101
batch 25,23.6,0.1499,1.8833,1.122
batch 25,23.8,0.1453,1.8022,1.3823
batch 25,24.0,0.1425,1.7299,1.6927
batch 25,24.2,0.1424,1.669,2.0509
batch 25,24.4,0.1457,1.6232,2.4489
batch 25,24.6,0.1531,1.5971,2.8727
batch 25,24.8,0.1654,1.5957,3.3016
