batch,time,x,y
Test_4,6.1,1.3696,0.2475
Test_4,6.2,1.3875,0.1103
Test_4,6.3,1.3916,-0.0285
Test_4,6.4,1.3818,-0.1678
Test_4,6.5,1.3581,-0.3059
Test_4,6.6,1.3207,-0.4415
Test_4,6.7,1.2699,-0.5728
Test_4,6.8,1.2063,-0.6984
Test_4,6.9,1.1305,-0.8168
Test_4,7,1.0433,-0.9263
Test_4,7.1,0.9456,-1.0258
Test_4,7.2,0.8385,-1.114
Test_4,7.3,0.7232,-1.1899
Test_4,7.4,0.6009,-1.2527
Test_4,7.5,0.4731,-1.3019
Test_4,7.6,0.341,-1.3372
Test_4,7.7,0.2061,-1.3583
Test_4,7.8,0.0698,-1.3654
Test_4,7.9,-0.0665,-1.3588
Test_4,8,-0.2015,-1.3388
Test_4,8.1,-0.3338,-1.3058
Test_4,8.2,-0.4623,-1.2606
Test_4,8.3,-0.5856,-1.2037
Test_4,8.4,-0.7026,-1.1358
Test_4,8.5,-0.8124,-1.0577
Test_4,8.6,-0.9138,-0.97
Test_4,8.7,-1.0061,-0.8736
Test_4,8.8,-1.0883,-0.7691
Test_4,8.9,-1.1597,-0.6576
Test_4,9,-1.2196,-0.5398
Test_4,9.1,-1.2675,-0.4166
Test_4,9.2,-1.3028,-0.2892
Test_4,9.3,-1.3252,-0.1585
Test_4,9.4,-1.3344,-0.0257
Test_4,9.5,-1.3303,0.1078
Test_4,9.6,-1.3129,0.2407
Test_4,9.7,-1.2822,0.3716
Test_4,9.8,-1.2387,0.499
Test_4,9.9,-1.1826,0.6215
Test_4,10,-1.1146,0.7375
Test_4,10.1,-1.0353,0.8458
Test_4,10.2,-0.9457,0.9448
Test_4,10.3,-0.8467,1.0335
Test_4,10.4,-0.7394,1.1109
Test_4,10.5,-0.6249,1.1761
Test_4,10.6,-0.5046,1.2286
Test_4,10.7,-0.3797,1.2678
Test_4,10.8,-0.2515,1.2936
Test_4,10.9,-0.1214,1.306
Test_4,11,0.0093,1.3051
Test_4,11.1,0.1392,1.2912
Test_4,11.2,0.2671,1.2648
Test_4,11.3,0.3917,1.2262
Test_4,11.4,0.512,1.1762
Test_4,11.5,0.6266,1.1154
Test_4,11.6,0.7347,1.0444
Test_4,11.7,0.8352,0.9639
Test_4,11.8,0.9272,0.8747
Test_4,11.9,1.0098,0.7775
Test_4,12,1.0824,0.6731
Test_4,12.1,1.1443,0.5624
Test_4,12.2,1.1947,0.4463
Test_4,12.3,1.2334,0.3257
Test_4,12.4,1.2598,0.2017
Test_4,12.5,1.2736,0.0753
Test_4,12.6,1.2748,-0.0522
Test_4,12.7,1.2632,-0.1795
Test_4,12.8,1.2389,-0.3054
Test_4,12.9,1.2022,-0.4285
Test_4,13,1.1534,-0.5473
Test_4,13.1,1.093,-0.6605
Test_4,13.2,1.0215,-0.7667
Test_4,13.3,0.9399,-0.8647
Test_4,13.4,0.8489,-0.9533
Test_4,13.5,0.7496,-1.0315
Test_4,13.6,0.643,-1.0985
Test_4,13.7,0.5303,-1.1535
Test_4,13.8,0.4127,-1.1961
Test_4,13.9,0.2915,-1.226
Test_4,14,0.1679,-1.2432
Test_4,14.1,0.0433,-1.2476
Test_4,14.2,-0.0812,-1.2395
Test_4,14.3,-0.2042,-1.2192
Test_4,14.4,-0.3246,-1.1871
Test_4,14.5,-0.4413,-1.1438
Test_4,14.6,-0.553,-1.0898
Test_4,14.7,-0.6589,-1.0258
Test_4,14.8,-0.7579,-0.9525
Test_4,14.9,-0.8491,-0.8704
Test_4,15,-0.9317,-0.7805
Test_4,15.1,-1.005,-0.6833
Test_4,15.2,-1.0682,-0.5798
Test_4,15.3,-1.1208,-0.4708
Test_4,15.4,-1.1622,-0.3572
Test_4,15.5,-1.1921,-0.24
Test_4,15.6,-1.2101,-0.1201
Test_4,15.7,-1.216,0.0011
Test_4,15.8,-1.2099,0.1227
Test_4,15.9,-1.1915,0.2432
Test_4,16,-1.1613,0.3616
Test_4,16.1,-1.1194,0.4763
Test_4,16.2,-1.0662,0.5862
Test_4,16.3,-1.0023,0.6899
Test_4,16.4,-0.9284,0.7863
Test_4,16.5,-0.8453,0.8742
Test_4,16.6,-0.7539,0.9526
Test_4,16.7,-0.6552,1.0206
Test_4,16.8,-0.5502,1.0776
Test_4,16.9,-0.44,1.123
Test_4,17,-0.326,1.1564
Test_4,17.1,-0.2092,1.1778
Test_4,17.2,-0.0908,1.187
Test_4,17.3,0.0278,1.1843
Test_4,17.4,0.1456,1.1697
Test_4,17.5,0.2614,1.1438
Test_4,17.6,0.374,1.107
Test_4,17.7,0.4825,1.0597
Test_4,17.8,0.5856,1.0025
Test_4,17.9,0.6827,0.9362
Test_4,18,0.7726,0.8612
Test_4,18.1,0.8546,0.7784
Test_4,18.2,0.928,0.6885
Test_4,18.3,0.9921,0.5921
Test_4,18.4,1.0463,0.4902
Test_4,18.5,1.09,0.3836
Test_4,18.6,1.1229,0.2733
Test_4,18.7,1.1446,0.1601
Test_4,18.8,1.1548,0.0452
Test_4,18.9,1.1536,-0.0703
Test_4,19,1.1408,-0.1854
Test_4,19.1,1.1166,-0.2986
Test_4,19.2,1.0811,-0.409
Test_4,19.3,1.0349,-0.5152
Test_4,19.4,0.9783,-0.6159
Test_4,19.5,0.9119,-0.7102
Test_4,19.6,0.8365,-0.7968
Test_4,19.7,0.7529,-0.8748
Test_4,19.8,0.6619,-0.9433
Test_4,19.9,0.5645,-1.0016
Test_4,20,0.4619,-1.0492
Test_4,20.1,0.3548,-1.0901
Test_4,20.2,0.2442,-1.1201
Test_4,20.3,0.1312,-1.1389
Test_4,20.4,0.0169,-1.1463
Test_4,20.5,-0.0977,-1.1422
Test_4,20.6,-0.2112,-1.1268
Test_4,20.7,-0.3226,-1.1001
Test_4,20.8,-0.4309,-1.0624
Test_4,20.9,-0.5348,-1.014
Test_4,21,-0.6333,-0.9556
Test_4,21.1,-0.7256,-0.8876
Test_4,21.2,-0.8105,-0.8107
Test_4,21.3,-0.8874,-0.7257
Test_4,21.4,-0.9555,-0.6335
Test_4,21.5,-1.0139,-0.535
Test_4,21.6,-1.0623,-0.4311
Test_4,21.7,-1.1,-0.3229
Test_4,21.8,-1.1267,-0.2114
Test_4,21.9,-1.1422,-0.0979
Test_4,22,-1.1463,0.0166
Test_4,22.1,-1.1389,0.131
Test_4,22.2,-1.1201,0.244
Test_4,22.3,-1.0902,0.3546
Test_4,22.4,-1.0493,0.4617
Test_4,22.5,-0.998,0.5641
Test_4,22.6,-0.9367,0.661
Test_4,22.7,-0.866,0.7512
Test_4,22.8,-0.7867,0.8339
Test_4,22.9,-0.6995,0.9082
Test_4,23,-0.6053,0.9735
Test_4,23.1,-0.5051,1.0291
Test_4,23.2,-0.3999,1.0744
Test_4,23.3,-0.2906,1.109
Test_4,23.4,-0.1784,1.1324
Test_4,23.5,-0.0645,1.1446
Test_4,23.6,0.0501,1.1453
Test_4,23.7,0.1642,1.1346
Test_4,23.8,0.2766,1.1125
Test_4,23.9,0.3863,1.0794
Test_4,24,0.4921,1.0354
Test_4,24.1,0.593,0.9811
Test_4,24.2,0.688,0.917
Test_4,24.3,0.7761,0.8437
Test_4,24.4,0.8565,0.762
Test_4,24.5,0.9283,0.6727
Test_4,24.6,0.9908,0.5767
Test_4,24.7,1.0434,0.4749
Test_4,24.8,1.0856,0.3683
Test_4,24.9,1.117,0.2581
Test_4,25,1.1372,0.1453
Test_4,25.1,1.146,0.0311
Test_4,25.2,1.1434,-0.0835
Test_4,25.3,1.1293,-0.1972
Test_4,25.4,1.104,-0.309
Test_4,25.5,1.0676,-0.4177
Test_4,25.6,1.0206,-0.5222
Test_4,25.7,0.9634,-0.6214
Test_4,25.8,0.8965,-0.7145
Test_4,25.9,0.8207,-0.8004
Test_4,26,0.7367,-0.8784
Test_4,26.1,0.6453,-0.9475
Test_4,26.2,0.5475,-1.0072
Test_4,26.3,0.4442,-1.0568
Test_4,26.4,0.3365,-1.0959
Test_4,26.5,0.2254,-1.124
Test_4,26.6,0.112,-1.1409
Test_4,26.7,-0.0024,-1.1464
Test_4,26.8,-0.1169,-1.1404
Test_4,26.9,-0.2301,-1.1231
Test_4,27,-0.3411,-1.0945
Test_4,27.1,-0.4487,-1.055
Test_4,27.2,-0.5517,-1.0049
Test_4,27.3,-0.6493,-0.9448
Test_4,27.4,-0.7404,-0.8753
Test_4,27.5,-0.8241,-0.797
Test_4,27.6,-0.8995,-0.7107
Test_4,27.7,-0.966,-0.6174
Test_4,27.8,-1.0228,-0.5178
Test_4,27.9,-1.0694,-0.4131
Test_4,28,-1.1053,-0.3043
Test_4,28.1,-1.1301,-0.1925
Test_4,28.2,-1.1437,-0.0787
Test_4,28.3,-1.1458,0.0359
Test_4,28.4,-1.1365,0.1501
Test_4,28.5,-1.1159,0.2628
Test_4,28.6,-1.0841,0.3729
Test_4,28.7,-1.0414,0.4793
Test_4,28.8,-0.9884,0.5808
Test_4,28.9,-0.9254,0.6766
Test_4,29,-0.8533,0.7656
Test_4,29.1,-0.7726,0.847
Test_4,29.2,-0.6841,0.9199
Test_4,29.3,-0.5889,0.9836
Test_4,29.4,-0.4878,1.0375
Test_4,29.5,-0.3817,1.081
Test_4,29.6,-0.2719,1.1137
Test_4,29.7,-0.1594,1.1353
Test_4,29.8,-0.0452,1.1455
Test_4,29.9,0.0693,1.1443
Test_4,30,0.1832,1.1317
Test_4,30.1,0.2953,1.1077
Test_4,30.2,0.4044,1.0727
Test_4,30.3,0.5095,1.027
Test_4,30.4,0.6095,0.971
Test_4,30.5,0.7034,0.9053
Test_4,30.6,0.7902,0.8305
Test_4,30.7,0.8692,0.7475
Test_4,30.8,0.9395,0.657
Test_4,30.9,1.0004,0.5599
Test_4,31,1.0513,0.4573
Test_4,31.1,1.0917,0.35
Test_4,31.2,1.1212,0.2393
Test_4,31.3,1.1394,0.1262
Test_4,31.4,1.1463,0.0118
Test_4,31.5,1.1418,-0.1027
Test_4,31.6,1.1258,-0.2162
Test_4,31.7,1.0986,-0.3275
Test_4,31.8,1.0604,-0.4356
Test_4,31.9,1.0117,-0.5392
Test_4,32,0.9528,-0.6376
Test_4,32.1,0.8844,-0.7295
Test_4,32.2,0.8071,-0.8141
Test_4,32.3,0.7218,-0.8906
Test_4,32.4,0.6293,-0.9582
Test_4,32.5,0.5305,-1.0163
Test_4,32.6,0.4264,-1.0642
Test_4,32.7,0.318,-1.1014
Test_4,32.8,0.2064,-1.1277
Test_4,32.9,0.0928,-1.1426
Test_4,33,-0.0217,-1.1462
Test_4,33.1,-0.136,-1.1383
Test_4,33.2,-0.249,-1.119
Test_4,33.3,-0.3595,-1.0886
Test_4,33.4,-0.4663,-1.0473
Test_4,33.5,-0.5686,-0.9955
Test_4,33.6,-0.6651,-0.9337
Test_4,33.7,-0.755,-0.8627
Test_4,33.8,-0.8373,-0.783
Test_4,33.9,-0.9113,-0.6955
Test_4,34,-0.9762,-0.601
Test_4,34.1,-1.0313,-0.5006
Test_4,34.2,-1.0762,-0.3951
Test_4,34.3,-1.1102,-0.2857
Test_4,34.4,-1.1332,-0.1734
Test_4,34.5,-1.1449,-0.0594
Test_4,34.6,-1.1451,0.0552
Test_4,34.7,-1.1338,0.1692
Test_4,34.8,-1.1113,0.2815
Test_4,34.9,-1.0776,0.3911
Test_4,35,-1.0332,0.4967
Test_4,35.1,-0.9785,0.5974
Test_4,35.2,-0.9139,0.6921
Test_4,35.3,-0.8403,0.7799
Test_4,35.4,-0.7582,0.8599
Test_4,35.5,-0.6686,0.9313
Test_4,35.6,-0.5723,0.9933
Test_4,35.7,-0.4702,1.0455
Test_4,35.8,-0.3635,1.0872
Test_4,35.9,-0.2532,1.1181
Test_4,36,-0.1403,1.1378
Test_4,36.1,-0.026,1.1461
Test_4,36.2,0.0886,1.143
Test_4,36.3,0.2022,1.1284
Test_4,36.4,0.3139,1.1026
Test_4,36.5,0.4224,1.0658
Test_4,36.6,0.5267,1.0183
Test_4,36.7,0.6257,0.9606
Test_4,36.8,0.7185,0.8933
Test_4,36.9,0.8041,0.8171
Test_4,37,0.8816,0.7328
Test_4,37.1,0.9504,0.6411
Test_4,37.2,1.0096,0.543
Test_4,37.3,1.0588,0.4395
Test_4,37.4,1.0974,0.3316
Test_4,37.5,1.125,0.2204
Test_4,37.6,1.1414,0.107
Test_4,37.7,1.1464,-0.0075
Test_4,37.8,1.1399,-0.1219
Test_4,37.9,1.122,-0.2351
Test_4,38,1.093,-0.3459
Test_4,38.1,1.053,-0.4533
Test_4,38.2,1.0024,-0.5562
Test_4,38.3,0.9419,-0.6535
Test_4,38.4,0.872,-0.7443
Test_4,38.5,0.7933,-0.8276
Test_4,38.6,0.7067,-0.9026
Test_4,38.7,0.6131,-0.9687
Test_4,38.8,0.5133,-1.0251
Test_4,38.9,0.4084,-1.0712
Test_4,39,0.2994,-1.1066
Test_4,39.1,0.1875,-1.131
Test_4,39.2,0.0736,-1.144
Test_4,39.3,-0.041,-1.1457
Test_4,39.4,-0.1551,-1.1359
Test_4,39.5,-0.2678,-1.1147
Test_4,39.6,-0.3777,-1.0824
Test_4,39.7,-0.4839,-1.0393
Test_4,39.8,-0.5852,-0.9858
Test_4,39.9,-0.6807,-0.9224
Test_4,40,-0.7694,-0.8499
Test_4,40.1,-0.8505,-0.7716
Test_4,40.2,-0.9234,-0.6844
Test_4,40.3,-0.9872,-0.5893
Test_4,40.4,-1.0411,-0.4877
Test_4,40.5,-1.0845,-0.3807
Test_4,40.6,-1.1171,-0.2699
Test_4,40.7,-1.1384,-0.1564
Test_4,40.8,-1.1483,-0.0417
Test_4,40.9,-1.1467,0.0731
Test_4,41,-1.1337,0.1868
Test_4,41.1,-1.1094,0.2985
Test_4,41.2,-1.0741,0.4071
Test_4,41.3,-1.0282,0.5118
Test_4,41.4,-0.9719,0.6119
Test_4,41.5,-0.906,0.7066
Test_4,41.6,-0.8308,0.7954
Test_4,41.7,-0.7471,0.8775
Test_4,41.8,-0.6556,0.9523
Test_4,41.9,-0.5569,1.0192
Test_4,42,-0.452,1.0775
Test_4,42.1,-0.3417,1.1266
Test_4,42.2,-0.227,1.1656
Test_4,42.3,-0.109,1.1938
Test_4,42.4,0.0114,1.2107
Test_4,42.5,0.1328,1.2156
Test_4,42.6,0.2541,1.2079
Test_4,42.7,0.3739,1.1873
Test_4,42.8,0.4911,1.1535
Test_4,42.9,0.6042,1.1066
Test_4,43,0.712,1.0468
Test_4,43.1,0.8131,0.9748
Test_4,43.2,0.9065,0.8911
Test_4,43.3,0.991,0.797
Test_4,43.4,1.0656,0.6937
Test_4,43.5,1.1295,0.5825
Test_4,43.6,1.1819,0.4651
Test_4,43.7,1.2224,0.343
Test_4,43.8,1.2504,0.2177
Test_4,43.9,1.2658,0.0909
Test_4,44,1.2686,-0.0361
Test_4,44.1,1.2587,-0.162
Test_4,44.2,1.2363,-0.2856
Test_4,44.3,1.2017,-0.4059
Test_4,44.4,1.1552,-0.522
Test_4,44.5,1.0974,-0.6332
Test_4,44.6,1.0288,-0.7387
Test_4,44.7,0.9499,-0.8379
Test_4,44.8,0.8614,-0.9301
Test_4,44.9,0.7641,-1.0147
Test_4,45,0.6588,-1.0911
Test_4,45.1,0.5462,-1.1586
Test_4,45.2,0.4274,-1.2164
Test_4,45.3,0.3033,-1.2637
Test_4,45.4,0.175,-1.2997
Test_4,45.5,0.0437,-1.3236
Test_4,45.6,-0.0893,-1.3346
Test_4,45.7,-0.2227,-1.332
Test_4,45.8,-0.3552,-1.3152
Test_4,45.9,-0.4853,-1.2839
Test_4,46,-0.6115,-1.2378
Test_4,46.1,-0.7324,-1.1772
Test_4,46.2,-0.8465,-1.1025
Test_4,46.3,-0.9524,-1.0145
Test_4,46.4,-1.049,-0.9143
Test_4,46.5,-1.1349,-0.8033
Test_4,46.6,-1.2093,-0.6832
Test_4,46.7,-1.2713,-0.5558
Test_4,46.8,-1.3203,-0.4227
Test_4,46.9,-1.3557,-0.286
Test_4,47,-1.3774,-0.1474
Test_4,47.1,-1.3852,-0.0084
Test_4,47.2,-1.3791,0.1294
Test_4,47.3,-1.3594,0.2647
Test_4,47.4,-1.3263,0.3964
Test_4,47.5,-1.2803,0.5236
Test_4,47.6,-1.2218,0.6455
Test_4,47.7,-1.1514,0.7614
Test_4,47.8,-1.0697,0.8706
Test_4,47.9,-0.9775,0.9726
Test_4,48,-0.8755,1.0668
Test_4,48.1,-0.7644,1.1525
Test_4,48.2,-0.6453,1.229
Test_4,48.3,-0.5189,1.2956
Test_4,48.4,-0.3865,1.3515
Test_4,48.5,-0.249,1.3956
Test_4,48.6,-0.1078,1.4271
Test_4,48.7,0.0359,1.4451
Test_4,48.8,0.1807,1.4485
Test_4,48.9,0.3251,1.4367
Test_4,49,0.4676,1.409
Test_4,49.1,0.6064,1.3652
Test_4,49.2,0.74,1.3051
Test_4,49.3,0.8669,1.2291
Test_4,49.4,0.9854,1.1381
Test_4,49.5,1.094,1.0332
Test_4,49.6,1.1916,0.9158
Test_4,49.7,1.2768,0.7878
Test_4,49.8,1.3489,0.6512
Test_4,49.9,1.4069,0.5081
Test_4,50,1.4503,0.3606
Test_4,50.1,1.4789,0.2107
Test_4,50.2,1.4925,0.0604
Test_4,50.3,1.491,-0.0887
Test_4,50.4,1.4748,-0.2352
Test_4,50.5,1.4441,-0.3778
Test_4,50.6,1.3994,-0.5155
Test_4,50.7,1.3412,-0.6476
Test_4,50.8,1.2701,-0.7732
Test_4,50.9,1.1868,-0.8919
Test_4,51,1.092,-1.0031
Test_4,51.1,0.9864,-1.1063
Test_4,51.2,0.871,-1.2008
Test_4,51.3,0.7466,-1.286
Test_4,51.4,0.6141,-1.3612
Test_4,51.5,0.4747,-1.4255
Test_4,51.6,0.3294,-1.4779
Test_4,51.7,0.1796,-1.5174
Test_4,51.8,0.0264,-1.5428
Test_4,51.9,-0.1285,-1.5531
Test_4,52,-0.2837,-1.5474
Test_4,52.1,-0.4374,-1.5246
Test_4,52.2,-0.588,-1.4844
Test_4,52.3,-0.7337,-1.4264
Test_4,52.4,-0.8727,-1.351
Test_4,52.5,-1.0033,-1.2586
Test_4,52.6,-1.1239,-1.1506
Test_4,52.7,-1.233,-1.0284
Test_4,52.8,-1.3292,-0.894
Test_4,52.9,-1.4114,-0.7496
Test_4,53,-1.4789,-0.5976
Test_4,53.1,-1.5308,-0.4405
Test_4,53.2,-1.5669,-0.2804
Test_4,53.3,-1.5868,-0.1196
Test_4,53.4,-1.5908,0.04
Test_4,53.5,-1.5789,0.1968
Test_4,53.6,-1.5516,0.3495
Test_4,53.7,-1.5092,0.497
Test_4,53.8,-1.4524,0.6384
Test_4,53.9,-1.3817,0.7731
Test_4,54,-1.298,0.9005
Test_4,54.1,-1.2019,1.0202
Test_4,54.2,-1.0942,1.1317
Test_4,54.3,-0.9758,1.2344
Test_4,54.4,-0.8477,1.3278
Test_4,54.5,-0.7106,1.4112
Test_4,54.6,-0.5658,1.4836
Test_4,54.7,-0.4143,1.5441
Test_4,54.8,-0.2574,1.5917
Test_4,54.9,-0.0964,1.6249
Test_4,55,0.0671,1.6427
Test_4,55.1,0.2316,1.6438
Test_4,55.2,0.3953,1.6272
Test_4,55.3,0.5564,1.592
Test_4,55.4,0.713,1.5378
Test_4,55.5,0.8633,1.4646
Test_4,55.6,1.0053,1.3729
Test_4,55.7,1.1373,1.2637
Test_4,55.8,1.2575,1.1386
Test_4,55.9,1.3646,0.9997
Test_4,56,1.4571,0.8493
Test_4,56.1,1.5341,0.6901
Test_4,56.2,1.5949,0.5247
Test_4,56.3,1.639,0.3558
Test_4,56.4,1.666,0.1857
Test_4,56.5,1.6761,0.0166
Test_4,56.6,1.6695,-0.1496
Test_4,56.7,1.6464,-0.3115
Test_4,56.8,1.6073,-0.4679
Test_4,56.9,1.553,-0.6179
Test_4,57,1.484,-0.7608
Test_4,57.1,1.4011,-0.8962
Test_4,57.2,1.305,-1.0237
Test_4,57.3,1.1966,-1.1427
Test_4,57.4,1.0768,-1.253
Test_4,57.5,0.9463,-1.3539
Test_4,57.6,0.8063,-1.4448
Test_4,57.7,0.6577,-1.5249
Test_4,57.8,0.5017,-1.5933
Test_4,57.9,0.3395,-1.6487
Test_4,58,0.1725,-1.6899
Test_4,58.1,0.002,-1.7156
Test_4,58.2,-0.1701,-1.7242
Test_4,58.3,-0.3422,-1.7146
Test_4,58.4,-0.5124,-1.6857
Test_4,58.5,-0.6787,-1.6368
Test_4,58.6,-0.8391,-1.5677
Test_4,58.7,-0.9915,-1.4785
Test_4,58.8,-1.1341,-1.3703
Test_4,58.9,-1.265,-1.2444
Test_4,59,-1.3825,-1.1031
Test_4,59.1,-1.4852,-0.9487
Test_4,59.2,-1.5719,-0.7841
Test_4,59.3,-1.6418,-0.6123
Test_4,59.4,-1.6942,-0.436
Test_4,59.5,-1.7289,-0.258
Test_4,59.6,-1.7458,-0.0807
Test_4,59.7,-1.7451,0.0939
Test_4,59.8,-1.7272,0.264
Test_4,59.9,-1.6925,0.4285
Test_5,0,1.5,0
Test_5,0.1,1.4926,-0.147
Test_5,0.2,1.4708,-0.2875
Test_5,0.3,1.4353,-0.4211
Test_5,0.4,1.3868,-0.5479
Test_5,0.5,1.326,-0.6683
Test_5,0.6,1.2534,-0.7829
Test_5,0.7,1.1696,-0.8923
Test_5,0.8,1.0751,-0.9973
Test_5,0.9,0.9703,-1.0981
Test_5,1,0.8556,-1.1952
Test_5,1.1,0.7313,-1.2884
Test_5,1.2,0.598,-1.3772
Test_5,1.3,0.4561,-1.4607
Test_5,1.4,0.3061,-1.5372
Test_5,1.5,0.1489,-1.6046
Test_5,1.6,-0.0144,-1.6601
Test_5,1.7,-0.1826,-1.7001
Test_5,1.8,-0.3538,-1.7208
Test_5,1.9,-0.526,-1.7184
Test_5,2,-0.6966,-1.6892
Test_5,2.1,-0.8628,-1.6306
Test_5,2.2,-1.0217,-1.5415
Test_5,2.3,-1.1701,-1.4228
Test_5,2.4,-1.3053,-1.2773
Test_5,2.5,-1.4248,-1.1096
Test_5,2.6,-1.5267,-0.9259
Test_5,2.7,-1.6097,-0.7326
Test_5,2.8,-1.6731,-0.536
Test_5,2.9,-1.717,-0.3417
Test_5,3,-1.7417,-0.1538
Test_5,3.1,-1.7481,0.0247
Test_5,3.2,-1.7371,0.1924
Test_5,3.3,-1.71,0.3488
Test_5,3.4,-1.6677,0.4944
Test_5,3.5,-1.6114,0.6299
Test_5,3.6,-1.542,0.7567
Test_5,3.7,-1.4603,0.8762
Test_5,3.8,-1.367,0.9897
Test_5,3.9,-1.2625,1.0984
Test_5,4,-1.1474,1.2034
Test_5,4.1,-1.022,1.3052
Test_5,4.2,-0.8865,1.4043
Test_5,4.3,-0.7412,1.5004
Test_5,4.4,-0.5865,1.5927
Test_5,4.5,-0.4228,1.6797
Test_5,4.6,-0.2508,1.7591
Test_5,4.7,-0.0714,1.8276
Test_5,4.8,0.1142,1.881
Test_5,4.9,0.3042,1.9144
Test_5,5,0.4962,1.9226
Test_5,5.1,0.6877,1.9005
Test_5,5.2,0.8752,1.8441
Test_5,5.3,1.0553,1.751
Test_5,5.4,1.2242,1.6217
Test_5,5.5,1.3785,1.4592
Test_5,5.6,1.5151,1.2695
Test_5,5.7,1.6317,1.0603
Test_5,5.8,1.7268,0.8403
Test_5,5.9,1.7997,0.6176
Test_5,6,1.8505,0.3994
Test_5,6.1,1.8799,0.1908
Test_5,6.2,1.8891,-0.0048
Test_5,6.3,1.8794,-0.186
Test_5,6.4,1.8524,-0.3526
Test_5,6.5,1.8094,-0.5054
Test_5,6.6,1.7517,-0.6461
Test_5,6.7,1.6805,-0.7762
Test_5,6.8,1.5967,-0.8978
Test_5,6.9,1.5012,-1.0127
Test_5,7,1.3944,-1.1224
Test_5,7.1,1.2768,-1.2284
Test_5,7.2,1.1488,-1.3316
Test_5,7.3,1.0106,-1.4327
Test_5,7.4,0.8623,-1.5318
Test_5,7.5,0.7043,-1.6285
Test_5,7.6,0.5367,-1.7214
Test_5,7.7,0.3602,-1.8085
Test_5,7.8,0.1753,-1.8866
Test_5,7.9,-0.0167,-1.9517
Test_5,8,-0.2144,-1.9985
Test_5,8.1,-0.4156,-2.0212
Test_5,8.2,-0.6176,-2.0138
Test_5,8.3,-0.8172,-1.9708
Test_5,8.4,-1.0105,-1.8888
Test_5,8.5,-1.1936,-1.7665
Test_5,8.6,-1.3625,-1.6064
Test_5,8.7,-1.5138,-1.4138
Test_5,8.8,-1.6445,-1.1971
Test_5,8.9,-1.7527,-0.9658
Test_5,9,-1.8375,-0.7296
Test_5,9.1,-1.8987,-0.4968
Test_5,9.2,-1.9372,-0.2739
Test_5,9.3,-1.954,-0.0652
Test_5,9.4,-1.9507,0.1275
Test_5,9.5,-1.9291,0.3037
Test_5,9.6,-1.8905,0.4642
Test_5,9.7,-1.8367,0.6107
Test_5,9.8,-1.7688,0.7453
Test_5,9.9,-1.688,0.87
Test_5,10,-1.5951,0.987
Test_5,10.1,-1.4908,1.0981
Test_5,10.2,-1.3756,1.2051
Test_5,10.3,-1.2498,1.3091
Test_5,10.4,-1.1138,1.4111
Test_5,10.5,-0.9677,1.5116
Test_5,10.6,-0.8115,1.6103
Test_5,10.7,-0.6457,1.7065
Test_5,10.8,-0.4704,1.7984
Test_5,10.9,-0.2862,1.8835
Test_5,11,-0.094,1.958
Test_5,11.1,0.1049,2.017
Test_5,11.2,0.3086,2.0546
Test_5,11.3,0.5149,2.0646
Test_5,11.4,0.7204,2.0408
Test_5,11.5,0.9217,1.9781
Test_5,11.6,1.1147,1.8739
Test_5,11.7,1.2951,1.7287
Test_5,11.8,1.4592,1.5466
Test_5,11.9,1.6034,1.335
Test_5,12,1.7255,1.1035
Test_5,12.1,1.8238,0.8624
Test_5,12.2,1.898,0.6213
Test_5,12.3,1.9483,0.388
Test_5,12.4,1.976,0.1679
Test_5,12.5,1.9825,-0.0358
Test_5,12.6,1.9694,-0.2222
Test_5,12.7,1.9386,-0.3917
Test_5,12.8,1.8916,-0.5457
Test_5,12.9,1.8299,-0.6863
Test_5,13,1.7547,-0.8157
Test_5,13.1,1.667,-0.9362
Test_5,13.2,1.5677,-1.0499
Test_5,13.3,1.4572,-1.1585
Test_5,13.4,1.3361,-1.2637
Test_5,13.5,1.2046,-1.3665
Test_5,13.6,1.0629,-1.4678
Test_5,13.7,0.9111,-1.5676
Test_5,13.8,0.7494,-1.6657
Test_5,13.9,0.578,-1.7608
Test_5,14,0.3974,-1.8508
Test_5,14.1,0.2081,-1.9325
Test_5,14.2,0.0113,-2.0017
Test_5,14.3,-0.1916,-2.0529
Test_5,14.4,-0.3985,-2.0799
Test_5,14.5,-0.6066,-2.0761
Test_5,14.6,-0.8125,-2.0355
Test_5,14.7,-1.0123,-1.9541
Test_5,14.8,-1.2019,-1.8303
Test_5,14.9,-1.377,-1.6662
Test_5,15,-1.534,-1.4678
Test_5,15.1,-1.6697,-1.2436
Test_5,15.2,-1.7822,-1.004
Test_5,15.3,-1.8703,-0.7594
Test_5,15.4,-1.9342,-0.5188
Test_5,15.5,-1.9744,-0.2891
Test_5,15.6,-1.9925,-0.0747
Test_5,15.7,-1.99,0.1224
Test_5,15.8,-1.9686,0.3017
Test_5,15.9,-1.9302,0.4645
Test_5,16,-1.8762,0.6125
Test_5,16.1,-1.8081,0.7479
Test_5,16.2,-1.727,0.8731
Test_5,16.3,-1.6337,0.9902
Test_5,16.4,-1.5291,1.1013
Test_5,16.5,-1.4136,1.2081
Test_5,16.6,-1.2876,1.312
Test_5,16.7,-1.1513,1.4141
Test_5,16.8,-1.0048,1.5148
Test_5,16.9,-0.8484,1.6141
Test_5,17,-0.6821,1.7112
Test_5,17.1,-0.5062,1.8047
Test_5,17.2,-0.3213,1.892
